smiles,mol,num_of_C_atoms,num_of_O_atoms,num_of_N_atoms,num_of_P_atoms,num_of_S_atoms
COc1ccc(C(=O)N2CCC([C@@]3(C)NC(=O)N(C4Cc5ccccc5C4)C3=O)CC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0af10>,26,4,3,0,0
CCc1cnc(NC(=O)c2cc(C)n(C(C)C)c2C)s1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0af80>,15,1,3,0,1
COc1ccccc1-c1nc(C[NH+](C)Cc2ccc(C#N)cc2)cs1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0aff0>,20,1,3,0,1
COc1ccc(-c2noc(-c3cc(-c4ccc(Cl)cc4)n[nH]3)n2)cc1OC,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0b060>,19,3,4,0,0
CC[C@H](NC(=O)CN1C(=O)c2ccccc2N2C(=O)CC[C@]12C)c1ccc(C)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0b0d0>,24,3,3,0,0
Cc1ccc(CNC(=O)NCc2ccnc(OC(C)(C)C)c2)cn1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0b140>,18,2,4,0,0
CCN(CCO)C(=O)Nc1cccc(C(=O)Nc2cccc(C#N)c2)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0b1b0>,19,3,4,0,0
Cc1cccc(-c2nn(C[NH+]3CCCCC3)c(=S)n2-c2ccccc2)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0b220>,21,0,4,0,1
C[NH2+][C@@H](C1CCCC1)[C@@H]1CCc2cccnc21,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0b290>,15,0,2,0,0
Cc1ccc(-c2cccc(F)c2C(=O)[O-])c(C)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0b300>,15,2,0,0,0
CN(C)C(=O)[C@@H](Sc1nnc2n(C)c3ccccc3n12)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0b370>,19,1,5,0,1
Cc1ccc(C(=O)NNC(=O)c2ccc(SC[C@H]3CCCO3)c([N+](=O)[O-])c2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0b3e0>,20,5,3,0,1
CCCn1/c(=N/C(=O)[C@@H](CCSC)NC(N)=O)[nH]c2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0b450>,16,2,5,0,1
Cn1/c(=N/C(=O)c2sccc2S(=O)(=O)N2CCOCC2)sc2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0b4c0>,17,4,3,0,3
COc1ccccc1N1C[C@@H](C(=O)NN2C(=O)NC3(CCCCC3)C2=O)CC1=O,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0b530>,20,5,4,0,0
COc1cc(OC)cc(C(=O)Nc2ccccc2C(=O)NC(C)(C)C)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0b5a0>,20,4,2,0,0
C[C@H](Nc1nc(-c2ccncc2)nc2ccccc12)c1ccccn1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0b610>,20,0,5,0,0
CCOc1ccc(C[NH+]2CCC[C@H]([C@H](O)c3nccn3C)C2)cc1OC,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0b680>,20,3,3,0,0
O=C([O-])c1ccc([S@@](=O)Cc2ccc(O)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0b6f0>,14,4,0,0,1
CCc1nn(C)cc1CNC(=O)NCC(C)(C)Cc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0b760>,19,1,4,0,0
COC(=C(C#N)C#N)c1cccs1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0b7d0>,9,1,2,0,1
O=C(NCc1ccnc(OCC(F)F)c1)NCc1cscn1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0b840>,13,2,4,0,1
C[C@@H](C(=O)N1CCCC1)N1CCN(C(=O)NCc2ccco2)CC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0b8b0>,17,3,4,0,0
CC(C)c1ccc(CN(C)C(=O)NCCCn2cccn2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0b920>,18,1,4,0,0
CNC(=O)[C@@H]1CCCN(C(=O)Nc2nn(-c3ccccc3Cl)cc2C)C1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0b990>,18,2,5,0,0
COc1ccccc1N1CC[NH+]([C@@H](C)C(=O)Nc2ccc(F)cc2)CC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0ba00>,20,2,3,0,0
CN1C[NH+](C)CC2=C1NCNS2(=O)=O,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0ba70>,7,2,4,0,1
CNC(=O)c1ccc(O[C@@H]2CCC[C@H]([NH3+])C2)nn1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0bae0>,12,2,4,0,0
COc1ccc(C(=O)O[C@@H](C)[C@@H]2CCCO2)cc1OC(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0bb50>,15,5,0,0,0
Cc1ccc(/C=C2/SC(=S)N(CCC(=O)N3CCCc4ccccc43)C2=O)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0bbc0>,23,2,2,0,2
CCc1cccc(S(=O)(=O)Nc2cccc(-c3nnnn3C)c2)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0bc30>,16,2,5,0,1
Cc1ccc2c(c1)CCN2C(=O)c1ccc(C)nc1C,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0bca0>,17,1,2,0,0
CCCNC(=O)CN1CCN(C(=O)Cc2c(C)nn(-c3ccccc3)c2C)CC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0bd10>,22,2,5,0,0
Cc1ccc(C(=O)NC2CC[NH+](Cc3nc(-c4ccccc4)cs3)CC2)s1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0bd80>,21,1,3,0,2
CCOc1ccc(F)c(C(=O)OC[C@H]2CCCCO2)c1F,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0bdf0>,15,4,0,0,0
C[NH+]1CCC(NC(=O)c2ncoc2-c2ccccc2)CC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0be60>,16,2,3,0,0
O=C(NC[C@@H](O)CN1CCCC1=O)Nc1cccc(F)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0bed0>,14,3,3,0,0
CC[NH+]1CCC[C@H](NC(=O)c2ccc(OC)c(O)c2)C1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4d0bf40>,15,3,2,0,0
O=C(CSCC(F)(F)F)N1CCN(c2ccc(Cl)cn2)CC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a20040>,13,1,3,0,1
COc1ccc(Cl)cc1S(=O)(=O)N[C@H](C)C(=O)NCc1ccc2c(c1)OCO2,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a200b0>,18,6,2,0,1
Cn1cc(C(=O)Nc2ccc(-n3ccnn3)cc2)c(C(C)(C)C)n1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a20120>,17,1,6,0,0
Cc1cccc(NC(=O)C[C@@H]2CCCCO2)c1C(=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x7f09c4a20190>,15,4,1,0,0
Clc1ccc([C@H](NCCc2nnc3ccccn23)C2CC2)cc1Cl,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a20200>,18,0,4,0,0
Clc1ccc(OCCCCSc2ncccn2)cc1Cl,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a20270>,14,1,2,0,1
Cn1nnc2cc(C(=O)N[C@@H](C#N)c3ccc(Cl)c(Cl)c3)ccc21,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a202e0>,16,1,5,0,0
Cc1cc(C)cc(-c2nnc(Sc3nc(C(C)C)ns3)o2)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a20350>,15,1,4,0,2
C/C(=C/c1ccc(F)cc1)C(=O)NCc1cccc(OCC(F)F)n1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a203c0>,18,2,2,0,0
CC(C)Nc1cccc(CNC(=O)N[C@@H]2CC[NH+](CC3CC3)C2)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a20430>,19,1,4,0,0
O=C(COc1ccc(F)cc1F)NC[C@H](O)c1ccccc1Cl,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a204a0>,16,3,1,0,0
Cc1ccc(-n2nc3c(c2NC(=O)C(C)C)C[S@@](=O)C3)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a20510>,16,2,3,0,1
COc1nc(Oc2ccc3ccccc3c2)ccc1N,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a20580>,16,2,2,0,0
O=C(c1ccccc1)c1ccc2nc(Nc3ccccc3)c3nncn3c2c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a205f0>,22,1,5,0,0
O=C(C[C@@H](O)c1cccc(F)c1)Nc1cc(F)ccc1O,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a20660>,15,3,1,0,0
CC(C)c1nc(CSCc2ccnn2C)no1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a206d0>,11,1,4,0,1
O=C(C1CCC1)N1CCC[C@H]1c1nc2cc(-c3ccccc3)ccc2o1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a20740>,22,2,2,0,0
O=C(CC[C@@H]1NC(=O)NC1=O)NC1CCN(c2ccccc2F)CC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a207b0>,17,3,4,0,0
Cc1ccc(-n2nc3c(c2NC(=O)c2ccc(Br)o2)CSC3)cc1C,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a20820>,18,2,3,0,1
C=CCn1c(SCc2nnc([S-])n2-c2ccccc2)nnc1-c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a20890>,20,0,6,0,2
c1nnn(C23C[C@@H]4C[C@@H](CC(c5nc6c7cn[nH]c7ncn6n5)(C4)C2)C3)n1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a20900>,17,0,10,0,0
CCCn1ncnc1COc1ccc(C)nc1C[C@H](C)[NH3+],<rdkit.Chem.rdchem.Mol object at 0x7f09c4a20970>,15,1,5,0,0
CCSc1ccc(C(=O)N2CC[C@H](C)[C@H](O)C2)cn1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a209e0>,14,2,2,0,1
C[C@H]1[C@H](C(=O)[O-])CCN1S(=O)(=O)[C@@H](C)C#N,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a20a50>,9,4,2,0,1
COc1ccccc1NC(=O)CSc1nnc(C)c(=O)n1N,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a20ac0>,13,3,5,0,1
Cc1ccc(S(=O)(=O)OCCc2coc3ccccc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a20b30>,17,4,0,0,1
COc1ccccc1[C@@H](C)NC(=O)[C@@H](C)Oc1cccc(F)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a20ba0>,18,3,1,0,0
CC[C@@H](Oc1ccccc1/C=C1\S/C(=N\c2cccc(O)c2)N(CC)C1=O)C(=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x7f09c4a20c10>,22,5,2,0,1
C[C@@H]([NH2+]C[C@H]1CC[C@H](C(N)=O)O1)c1ccc2c(c1)OCCCO2,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a20c80>,17,4,2,0,0
Cc1ccccc1Nc1nc(N)nc(COc2ccc(F)c(Cl)c2)n1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a20cf0>,17,1,5,0,0
CC(=O)Nc1ccc(OC(=O)/C=C/c2ccc(C(N)=O)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a20d60>,18,4,2,0,0
O=C([O-])c1ccc(-c2ccncc2)cn1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a20dd0>,11,2,2,0,0
O[C@H](c1c(F)c(F)c(F)c(F)c1F)C(Cl)(Cl)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a20e40>,8,1,0,0,0
COc1ccc(/C=N/NC(=O)CNc2ccc3ccccc3c2)cc1OC,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a20eb0>,21,3,3,0,0
Cc1ccc(NC(=O)/C(C#N)=C/c2cc(C)n(-c3ccc(O)cc3)c2C)cc1Cl,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a20f20>,23,2,3,0,0
Cc1cccn2c(=O)c(C(=O)N[C@H]3CCN(C(=O)C(C)C)C3)cnc12,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a20f90>,18,3,4,0,0
O=C(NCCCS(=O)(=O)c1ccccc1)c1n[nH]c2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a21000>,17,3,3,0,1
C1=C(CC[NH2+]Cc2ccco2)CCCC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a21070>,13,1,1,0,0
CCN(CC(=O)NCc1ccc(F)cc1)C(=O)c1cnc(-c2cccnc2)s1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a210e0>,20,2,4,0,1
FC(F)(F)c1cccc2c1CCCC2,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a21150>,11,0,0,0,0
CN(C)C(=O)CCCNC(=O)c1ccnc(OC(C)(C)C)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a211c0>,16,3,3,0,0
Cc1ccc(NC(=O)[C@H](C)[NH+](C)Cc2nnc(C3CC3)n2C)c(C)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a21230>,19,1,5,0,0
CN(C)c1cccc(C(=O)OCC(=O)C(C)(C)C)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a212a0>,15,3,1,0,0
Cc1nsnc1Cn1nnc(C(=O)NC(C)C)c1C,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a21310>,11,1,6,0,1
CC(=O)Cc1nsc(N[C@@H](C)c2ccccc2)n1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a21380>,13,1,3,0,1
COc1ccc(CNC(=O)[C@H]2Oc3ccccc3O[C@@H]2C)cn1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a213f0>,17,4,2,0,0
[NH3+]CC1CCC(c2nc3ccc(Cl)cc3s2)CC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a21460>,14,0,2,0,1
CCN(C(=O)NC1CC[NH+](C[C@@H](O)COC)CC1)C1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a214d0>,17,3,3,0,0
CCSc1nc2ccccc2c(=O)n1CCc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a21540>,18,1,2,0,1
Cc1cc(C(=O)COC(=O)c2cc(Cl)c3c(c2)OCCCO3)c(C)n1C1CC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a215b0>,21,5,1,0,0
COc1ccc([C@@H](CNC(=O)c2ccc([N+](=O)[O-])o2)[NH+](C)C)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a21620>,16,5,3,0,0
CC[C@H](NC(=O)c1ccc(C#N)cn1)C(=O)N1CCOCC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a21690>,15,3,4,0,0
CCOC(=O)NC(=O)c1c(NC(=O)Cc2ccc(F)cc2)sc2c1CC[C@H](C)C2,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a21700>,21,4,2,0,1
CC(C)n1cnnc1SCC(=O)Nc1ccc2c(c1)nc(C1CC1)n2C,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a21770>,18,1,6,0,1
CCc1ccc([C@H](O)C2(C[NH3+])CCCC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a217e0>,15,1,1,0,0
COc1ccc(CNC(=O)N2CCc3c([nH]c4ccccc34)[C@H]2C)cc1OC,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a21850>,22,3,3,0,0
COc1ccc([C@@H]2C(C#N)=C(N)Oc3cc(C)n(CCN4CCOCC4)c(=O)c32)cc1OC,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a218c0>,24,5,4,0,0
O=c1[nH]nc([O-])n1/N=C/c1ccco1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a21930>,7,3,4,0,0
C[C@H](Oc1cccc(Cl)c1)C(=O)N1CCC(Cc2ccccc2)CC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a219a0>,21,2,1,0,0
COc1cc([C@@H]2C(C(=O)Nc3ccc(F)cc3)=C(C)Nc3nc(C)nn32)cc(OC)c1OC,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a21a10>,23,4,5,0,0
CC[C@@H](C)[C@@H](O)C[NH2+][C@@H](c1cccs1)C1CC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a21a80>,14,1,1,0,1
CSc1cc(-c2cccs2)oc(=O)c1C#N,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a21af0>,11,2,1,0,2
CC(C)[C@@H](NC(=O)c1ccc(NS(C)(=O)=O)cc1)C(=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x7f09c4a21b60>,13,5,2,0,1
[NH3+][C@H](CO)c1ccc(N2CCOCC2)c(Cl)c1Cl,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a21bd0>,12,2,2,0,0
CCCn1cc(NC(=O)c2cc3nc(-c4ccccc4)cc(-c4ccccc4)n3n2)cn1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a21c40>,25,1,6,0,0
Cc1ccc(S(=O)(=O)N2CCC(C(=O)N3CCCc4ccccc43)CC2)cc1C,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a21cb0>,23,3,2,0,1
C=CCN(CC=C)C(=O)C1CCN(C(=O)C(C)(C)C)CC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a21d20>,17,2,2,0,0
Cc1nc(CSc2nncc3ccccc23)nc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a21d90>,18,0,4,0,1
C[C@H]1CCCC[NH+]1C[C@@H]1CCC(C)(C)[C@@H]1[NH3+],<rdkit.Chem.rdchem.Mol object at 0x7f09c4a21e00>,14,0,2,0,0
COc1cc(C(=O)Nc2ccccc2Oc2ccccc2)on1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a21e70>,17,4,2,0,0
COc1ccc(S(=O)(=O)N2CCOCC2)cc1NC(=O)/C=C/c1ccc(F)c(Cl)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a21ee0>,20,5,2,0,1
Cc1ccc(F)c(C[NH+]2CCC(C(=O)NC(C)C)CC2)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a21f50>,17,1,2,0,0
CCn1nc(C)c(CNC(=O)[C@H]2[NH+]=c3ccccc3=C2NC(=O)c2cccc(C)c2)c1C,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a21fc0>,25,2,5,0,0
COc1ccc(C(=O)N2CCC[C@H](C(=O)Nc3cc(Cl)ccc3F)C2)c2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a22030>,24,3,2,0,0
CCc1ccc(/C=C(\C#N)C(N)=O)s1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a220a0>,10,1,2,0,1
COc1cccc(N2C(=O)Nc3ccccc3[C@]2(O)C(=O)NCc2ccccc2)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a22110>,23,4,3,0,0
COC(=O)c1sccc1NC(=O)[C@@H]1CC[NH2+][C@@H]1C,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a22180>,12,3,2,0,1
C/[NH+]=C(/NCc1ccc([N+]2=CCCC2)cc1)N[C@H]1CC[C@@H](SC)C1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a221f0>,19,0,4,0,1
N#Cc1csc(C(=O)N2CC[C@H]3CCCC[C@@H]32)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a22260>,14,1,2,0,1
Cc1cccc(NC(=O)[C@H](C)[S@@](=O)Cc2ccc(F)c(F)c2)c1C,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a222d0>,18,2,1,0,1
CNS(=O)(=O)c1cccc([C@H](C)NC(=O)c2ccc(Cn3cccn3)cc2)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a22340>,20,3,4,0,1
CC[NH2+][C@@]1(C(=O)OC)CCC[C@@H](Oc2ccccc2)C1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a223b0>,16,3,1,0,0
COCCCn1c(C)c(C)c(C#N)c1NC(=O)C[NH+]1CC(C)(C)C1(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a22420>,20,2,4,0,0
C[C@@H]1CCC[C@H](C)N1C(=O)[C@H]1C[C@H]1c1ccccc1Cl,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a22490>,17,1,1,0,0
COCc1ccc(C[NH+](C)Cc2ccccc2O)o1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a22500>,15,3,1,0,0
Cc1c(F)cc(N)cc1S(=O)(=O)NCC(N)=O,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a22570>,9,3,3,0,1
CCNS(=O)(=O)[C@@H]1CC[NH+](C[C@@H]2CCCc3ccccc32)C1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a225e0>,17,2,2,0,1
CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)NCCCO)C(=O)C2,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a22650>,13,4,1,0,1
COc1ccc(-n2ccc(CNC(=O)c3cc(Cl)ccc3[N+](=O)[O-])n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a226c0>,18,4,4,0,0
CC[C@@H](NC(=O)NC1CCC(C(=O)OC(C)(C)C)CC1)[C@H]1CCCO1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a22730>,19,4,2,0,0
CN(CC[NH+](C)C)C(=O)C[C@H]1COCCN1C(=O)c1ccc2[nH]nnc2c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a227a0>,18,3,6,0,0
CC[C@H](c1ccc(F)cc1)N(C)C(=O)Cn1nnc(-c2ccccc2)n1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a22810>,19,1,5,0,0
O=C(Cn1cccc1-c1nc(-c2ccc(OC(F)(F)F)cc2)no1)Nc1nccs1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a22880>,18,3,5,0,1
CCc1nsc(Nc2ccc(CC(=O)N3CC[NH+](CC)CC3)cc2)n1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a228f0>,18,1,5,0,1
CS[C@@H]1CC[C@H](NC(=O)/C=C(/C)c2ccccc2)C1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a22960>,16,1,1,0,1
Cc1ccc([N+](=O)[O-])cc1NCC(=O)N[C@](C)(C#N)C1CC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a229d0>,15,3,4,0,0
CC1(C)[C@H](NC(=O)CCNC(=O)C23CC4CC(CC(C4)C2)C3)[C@H]2CCO[C@@H]21,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a22a40>,22,3,2,0,0
c1ccc(COC2CC[NH+](Cc3cccnc3)CC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a22ab0>,18,1,2,0,0
O=C(C1CCCC1)N1CCC[C@@H]([NH+]2CCC(CO)CC2)C1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a22b20>,17,2,2,0,0
COC(=O)CNC(=O)c1sc2ncn(CC(=O)N3CCCCC3)c(=O)c2c1C,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a22b90>,18,5,4,0,1
CC(C)CCNC(=O)[C@@H](C)Oc1ccc(N)cc1C(=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x7f09c4a22c00>,15,4,2,0,0
CCN(CC)C(=O)[C@@H]1C[C@@H]([NH3+])CN1C(=O)Cc1cccc(O)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a22c70>,17,3,3,0,0
COc1ccc(F)cc1NC(=O)N1CCO[C@H](c2ccc(C)o2)C1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a22ce0>,17,4,2,0,0
COc1ccc(-c2nnc(SCC(=O)c3ccc(Br)cc3)o2)cc1OC,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a22d50>,18,4,2,0,1
CC(C)=CC(=O)NCCC1CCN(c2cc[nH+]cc2)CC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a22dc0>,17,1,3,0,0
C[C@]1(Oc2c[nH]c3ccc(Br)c(Cl)c23)O[C@H](CO)[C@@](C)(O)[C@](C)(O)[C@@]1(C)O,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a22e30>,18,6,1,0,0
O=C(CCCc1nc(-c2cccnc2)no1)N1CCC[C@@H](Cc2ccccc2)C1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a22ea0>,23,2,4,0,0
Cn1nc(NC(=O)c2cccc(F)c2)c2c1NC(=O)C[C@@H]2c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a22f10>,20,2,4,0,0
O=C(CSc1ccncc1)NCCN1Cc2ccccc2O[C@@H](c2ccccc2)C1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a22f80>,24,2,3,0,1
N#Cc1ccc(OCCn2cc(Cl)cn2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a22ff0>,12,1,3,0,0
C[C@@H]1CCN(C(=O)Nc2ccc(O[C@@H]3CCOC3)cc2)[C@H](C)C1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a23060>,18,3,2,0,0
CC[C@H](C)[C@H](C)[NH2+]Cc1ncccc1F,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a230d0>,12,0,2,0,0
C#CC(C)(C)NC(=O)c1ccc(OC)c(O)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a23140>,13,3,1,0,0
COc1cc([N+](=O)[O-])ccc1OCc1nc(-c2cccs2)no1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a231b0>,14,5,3,0,1
CC1CCN(C(=O)C[NH+]2CCC[C@@H](c3nc4ccccc4o3)C2)CC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a23220>,20,2,3,0,0
C[C@H]1[C@@H](NC(=O)Cc2c[nH]c3ccccc23)CCC[C@@H]1C,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a23290>,18,1,2,0,0
Cn1nc(CNC(=O)Nc2ccccc2C(F)(F)F)cc1-c1ccncc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a23300>,18,1,5,0,0
CC[NH2+]C[C@H](Cc1cscn1)c1cccc(F)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a23370>,14,0,2,0,1
CCCCS(=O)(=O)N1CCN(c2ccc(-n3ccnc3C)nn2)CC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a233e0>,16,2,6,0,1
O=C(c1cc2ccccc2o1)N(C[C@H]1CCCO1)c1nc2c(F)cccc2s1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a23450>,21,3,2,0,1
C[C@H](CC#N)Sc1ccccc1NC(=O)c1ccc(Cl)nc1Cl,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a234c0>,16,1,3,0,1
